Franchise Number,Name,Owner,Address,City,State,Zip
11809,Council Bluffs,"Toft, Lathe R. & Nicole L.",721 16th Avenue,Council Bluffs,IA,51501-
11810,East Plano,"Shaw, Derek D. & Gabrielle G.",2045 Grayson Drive,Grapevine,TX,76051-
11811,West Plano,"Shaw, Derek D. & Gabrielle G.",2045 Grayson Drive,Grapevine,TX,76051-
11812,Panhandle West,"Warnecki, William Thomas",138 Kelley Ct. #10,Front Royal,VA,22630-
11813,Winchester,"Warnecki, William Thomas",138 Kelley Court Suite #10,Front Royal,VA,22630-
11814,Highland Park,"Eisakhanian, Arlen","670 Monterey Pass Road, Unit 188E",Monterey Park,CA,91754-
11815,Mentor,"Fosdick, Michal",P.O. Box 22,Barberton,OH,44203-
11816,Parma/Seven Hills,"Fosdick, Michal",P.O. Box 22,Barberton,OH,44203-
11817,Northern Lorain County,"Fosdick, Michal",P.O. Box 22,Barberton,OH,44203-
11818,"Claremont, Sunapee, Newfound Lake","Perez, Miguel & Melanie",1088 Route 4A,Enfield,NH,03748-
11819,"Platteville, Monroe","Wiedenman, Todd",455 W Adams Street,Platteville,WI,53818-
11820,Southern Bridgeport,"Keating, Michael",173 Main Street,Norwalk,CT,06851-
11821,Wellington South,"Ruderman, Joshua & Nicole",2880 NW 2nd Avenue,Boca Raton,FL,33431-
11822,San Ramon,"Adefolaju, Babatunde & Mojisola","103 Technology Court, Suite D",Brentwood,CA,94513-
11823,Panhandle East,"Warnecki, William Thomas",138 Kelley Ct. #10,Front Royal,VA,22630-
11824,Leawood/Overland Park,"Kimbley, Chad E.",9202 Barton Street,Overland Park,KS,66214-
11825,Saline County,"Legg, Donald & Aydlett, Brandon M.",7517 Counts Massie Road,North Little Rock,AR,72113-
11826,Hot Springs,"Legg, Donald & Aydlett, Brandon M.",3320 Boone Road,Benton,AR,72015-
11827,"Firestone,Platteville","Dudderar, Kyle B.",5461 Iris Parkway Unit E,Frederick,CO,80504-
11828,West Palm Beach,"Hawkins, William K. & Porter, Brandon",4050 Westgate Avenue Suite 107,West Palm Beach,FL,33409-
11829,Bend,"Winslow, John Stewart & Boehlert, Brooks W.",90 SE Bridgeford Blvd. Suite A,Bend,OR,97702-
11830,"North Deschutes, Crook & Jefferson Counties","Winslow, John Stewart & Boehlert, Brooks W.","90 SE Bridgeford Blvd., Suite A",Bend,OR,97702-
11831,Abilene,"Hart, Mark D. & Natalie M.",4573 FM 18,Abilene,TX,79602-
11832,San Angelo,"Hart, Mark D. & Natalie M.",746 Warehouse Road,San Angelo,TX,76903-
11833,"Plainfield, Shorewood","Kent, William & Melone, Kelly & Melone, Alec W.","2364 Essington Road, Suite 506",Joliet,IL,60435-
11834,Biloxi and Ocean Springs,"Burychka, Darren",12760 Lorraine Road,Biloxi,MS,39532-
11835,Pascagoula,"Burychka, Darren",12760 Lorraine Road,Biloxi,MS,39532-
11836,Rome,"Lamey, Christopher C. & Jennifer H.",25 Shorter Industrial Blvd Suite 600,Rome,GA,30165-
11837,Bellmore/Wantagh,"Cantillo, James",538 W. Hoffman Avenue,Lindenhurst,NY,11757-
11838,"Tate, Tunica, & Southwest DeSoto Counties","Metteauer, Jim A. & Love, Jr., William R. & Rosson, Taylor R.",1160 Stateline Road E.,Southaven,MS,38671-
11839,Naperville South,"Kent, William & Melone, Kelly & Melone, Alec W.",2364 Essington Road Suite 506,Joliet,IL,60435-
11840,"Springfield, Moorefield Township","Shooter, Greg & Shooter, Gary",113 Harbert Drive,Beavercreek,OH,45440-
11841,Southwest Waukesha County,"Pope, Sarah L. & Wilkinson, Jason & Garcia, Raymundo",1416 Poplar Drive Suite A & B,Waukesha,WI,53188-
11842,Jefferson County/Oconomowoc,"Pope, Sarah L. & Wilkinson, Jason & Garcia, Raymundo",148 E. Milwaukee Street #1014,Jefferson,WI,53549-
11843,Elizabeth,"Spinner, Karl",1094 Globe Avenue,Mountainside,NJ,07092-
11844,"Cranford, Union","Spinner, Karl",1094 Globe Avenue,Mountainside,NJ,07092-
11845,Central Brevard,"Robertson, John P. & Kimberly S. & Millband, Gavin H.",2193 W King Street C,Cocoa,FL,32926-
11846,Happy Valley,"Weaver, Benjamin J. & Kuncelman, Jeffrey J.",2595 Clyde Avenue Suite 1,State College,PA,16801-
11847,Canoga Park/West Hills,"Koshkaryan, Marat",21417 Ingomar Street #7,Canoga Park,CA,91304-
11848,Agoura/Calabasas/Hidden Hills,"Koshkaryan, Marat",4500 Park Granada #202,Calabasas,CA,91302-
11849,"Seguin, Gonzales","Galligan, Sean M. & Galligan, Michael & Bellows, Douglass T.",9360 Corporate Drive Suite 103,Selma,TX,78154-
11850,Olive Branch & Marshall County,"Metteauer, Jim A. & Love, Jr., William R. & Rosson, Taylor R.",165 Quinn Road,Byhalia,MS,38611-
11851,Southaven & Horn Lake,"Metteauer, Jim A. & Love, Jr., William R. & Rosson, Taylor R.",1160 Stateline Road E.,Southaven,MS,38671-
11852,Biddeford-Saco,"Lamey, Jared",9 Hutcherson Drive,Gorham,ME,04038-
11853,The Sebago Lake Region,"Lamey, Jared",9 Hutcherson Drive,Gorham,ME,04038-
11854,Sandstone,"Klar, Joshua R. & Rosado, Sherrae L.",806 Hwy 123 W,Sandstone,MN,55072-
11855,Renton Central,"McDonald, Kirk L.",8320 S. 208th Street H-101,Kent,WA,98032-
11856,West Seattle,"McDonald, Kirk L.","4700 42nd Avenue SW, Suite 535",Seattle,WA,98116-
11857,Bellevue East,"McDonald, Kirk L.",8320 S. 208th Street H-101,Kent,WA,98032-
11858,Issaquah East & North Bend,"McDonald, Kirk L.","22525 SE 64th Place, Suite 200",Issaquah,WA,98027-
11859,Victorville/Adelanto/Victor Valley,"Brogdon, Rick & Rhonda",17229 Lemon Street E9,Hesperia,CA,92345-
11860,Aurora,"Jackowiec, George & Margaret",1015 S Lake Street,Aurora,IL,60506-
11861,Southern Delaware County,"O'Donnell, Scott",35 LaCrue Avenue Suite 5 & 6,Glen Mills,PA,19342-
11862,West Chester,"O'Donnell, Scott",35 LaCrue Avenue Suite 5 & 6,Glen Mills,PA,19342-
11863,Northeast Macomb Township,"Dishman, Joshua A. & Jennifer M.",15715 Martin Road,Roseville,MI,48066-
11864,Southern Memphis,"Metteauer, Jim A. & Love, Jr., William R. & Rosson, Taylor R.",1160 Stateline Road E,Southaven,MS,38671-
11865,Upper West Side South,"Vargas, Benjamin O.",105 West 86th Street #151,New York,NY,10024-
11866,Steinway,"Vargas, Benjamin O.",105 West 86th Street #151,New York,NY,10024-
11867,"Taylor, Elgin","Hall, Greg & Tammie",520 CR 108 Unit 22,Hutto,TX,78634-
11868,Hutto,"Hall, Greg & Tammie",520 CR 108 Unit 22,Hutto,TX,78634-
11869,Burien,"McDonald, Kirk L.","8320 S 208th Street, Suite H101",Kent,WA,98032-
11870,Seattle South & Mercer Island,"McDonald, Kirk L.","8320 South 208th Street, Suite H101",Kent,WA,98032-
11871,East Renton & Highlands,"McDonald, Kirk L.","8320 South 208th Street, Suite H101",Kent,WA,98032-
11872,McCall,"Isaacson, Christian A. & Buchanan, Winder",907 W Lake Street,McCall,ID,83638-
11873,Wilshire Center,"Jones, Christopher R. & Jones, Jeffrey W.",3183 Wilshire Blvd,Los Angeles,CA,90010-
11874,Cheviot Hills/Palms,"Jones, Christopher R. & Jones, Jeffrey W.",3183 Wilshire Blvd,Los Angeles,CA,90010-
11875,Paris,"Wilson, Brandon & Kelley, Carrie & Kelley, A. Jordan & Kelley, Jason",3808 US-271 N,Powderly,TX,75473-
11876,Durant,"Wilson, Brandon & Kelley, Carrie & Kelley, A. Jordan & Kelley, Jason",3808 US-271 N,Powderly,TX,75473-
11877,Shelby,"Tyson, Jr., William Wesley","5031 West WT Harris Blvd, Suite E",Charlotte,NC,28269-
11878,Boone County,"Phillips, Jason & Smith, Jeff D.",731 Red Mile Road,Lexington,KY,40504-
11879,Kenton County,"Phillips, Jason & Smith, Jeff D.",731 Red mile Road,Lexington,KY,40504-
11880,Bay Ridge,"Allen, Robert",2028 Utica Avenue,Brooklyn,NY,11234-
11881,Northern Staten Island,"Allen, Robert","425 Wild Avenue, Unit D",Statan Island,NY,10314-
11882,"The Rockaways, Coney Island","Allen, Robert",2028 Utica Avenue,Brooklyn,NY,11234-
11883,Southern Lancaster County,"Hughes, Michael & Kristin L.",3 Falcon Lane,Lititz,PA,17543-
11884,Lancaster East,"Hughes, Michael & Kristin L.",3 Falcon Lane,Lititz,PA,17543-
11885,Minneapolis SE,"Short, Jeffrey M. & Anne M. & Short, Justin P. & Bethny A.",1457 Marshall Avenue Unit B,St. Paul,MN,55104-
11886,"New Brighton, East Roseville","Short, Jeffrey M. & Anne M. & Short, Justin P. & Bethny A.",1457 Marshall Avenue Unit B,St. Paul,MN,55104-
11887,St. Paul Central West,"Short, Jeffrey M. & Anne M. & Short, Justin P. & Bethny A.",1457 Marshall Avenue Unit B,St. Paul,MN,55104-
11888,Morehead,"Phillips, Jason & Smith, Jeff D.",731 Red Mile Road,Lexington,KY,40504-
11889,North Clackamas/Happy Valley,"Pottratz, Wilbur A. & Julie R.",15312 SE 135th Avenue,Clackamas,OR,97015-
11890,Palm Springs,"Brogdon, Rick & Rhonda","81785 Trader Place, Suite A",Indio,CA,92201-
11891,"Indio, Coachella","Brogdon, Rick & Rhonda","81785 Trader Place, Suite A",Indio,CA,92201-
11892,Anoka and Forest Lake,"Reichle, John K. & Kris M.",1068 Lake Street SE Suite 111,Forest Lake,MN,55025-
11893,Blaine South and Hugo,"Reichle, John K. & Kris M.",1521 93rd Lane NE Suite 100,Blaine,MN,55449-
11894,South Gardena/Alondra Park,"Fowler, Jason N. & Denise M.",2106 W Artesia Blvd Unit 1029,Torrance,CA,90504-
11895,Rocky Mount,"Nichols, Jonathan",338 S Franklin Street,Rocky Mount,NC,27804-
11896,Cortland and Chenango Counties,"Yurka, Danielle Sepe & Sepe, Justin & Travis, Nicole",P.O. Box 10,Cortland,NY,13045-
11897,East Bradford and Susquehanna Counties,"Yurka, Danielle Sepe & Sepe, Justin & Travis, Nicole",P.O. Box 224,Athens,PA,18810-
11898,Tioga and West Bradford Counties,"Yurka, Danielle Sepe & Sepe, Justin & Travis, Nicole",P.O. Box 352,Athens,PA,18810-
11899,McKinney,"Wilson, David Benjamin & Wilson, Phillip Brady",1250 S. Oklahoma Parkway,Celina,TX,75009-
11900,"Indian Land, Cherokee, Union, and Chester Counties","Pezant, Michael",1057 Red Ventures Drive #145,Indian Land,SC,29707-
11901,Lake Nona,"Boatman, Vern & Susan & Boatman, Victoria",665 Jackson Avenue,Winter Park,FL,32789-
11902,Great Neck/Port Washington,"Luzzi, Dion M.",84 Horseblock Road #L,Yaphank,NY,11980-
11903,Haverhill,"Hawkins, William K. & Porter, Brandon",4050 Westgate Avenue Suite 107,West Palm Beach,FL,33409-
11904,Wellington North,"Hawkins, William K. & Porter, Brandon",4050 Westgate Avenue Suite 107,West Palm Beach,FL,33409-
11905,"East Boston, Chelsea & Revere","Luzzi, Dion M.",349 Broadway Suite 105,Revere,MA,02151-
11906,Warren County,"Fabiani, Vincent G.",2575 Millford Road,East Stroudsburg,PA,18301-
11907,New Brunswick,"Marinello, Salvatore & Vita","427 Whitehead Avenue, Unit 1",South River,NJ,08882-
11908,Santa Rosa County North,"Carter, Benjamin Kyle",8403 E. Bay Blvd,Navarre,FL,32566-
11909,River Oaks,"Shaw, Derek D. & Gabrielle G. & Meacham, Randy & Susan",2436 Peyton Road,Houston,TX,77032-
11910,Patchogue,"Luzzi, Dion M.",84 Horseblock Road Unit L,Yaphank,NY,11980-
11911,"Levittown, Bethpage","Luzzi, Dion M.",84 Horseblock Road #L,Yaphank,NY,11980-
11912,Northeast Tucson,"Thole, Kevin A. & Hulsey, Matthew",5151 E Broadway Blvd. #1600,Tucson,AZ,85711-
11913,Oro Valley/Marana East,"Thole, Kevin A. & Hulsey, Matthew",1846 Innovation Park Drive,Oro Valley,AZ,85755-
11914,Mundelein/North Wauconda,"Haigh, Drake E. & April L.",461 Park Avenue #200,Lake Villa,IL,60046-
11915,Kewanee,"Earnest, Todd & Kimberly D.",105 31st Avenue,Rock Island,IL,61201-
11916,Dr. Phillips South,"Boatman, Vern & Susan & Boatman, Victoria",665 Jackson Avenue,Winter park,FL,32789-
11917,"Oakland Gardens, North Little Neck","Citrangola, Robert E.",248-25 Northern Blvd,Little Neck,NY,11362-
11918,"Glen Oaks, South Little Neck","Citrangola, Robert E.",229-19 Merrick Blvd.,Queens,NY,11413-
11919,"Woodmere, Hewlett Harbor","Citrangola, Robert E.",561 Atlantic Avenue,East Rockaway,NY,11518-
11920,Broussard/Youngsville,"Betz, Jeffrey L. & McDaniel, Wilbur G. & Betz, Blake J. & Neathery, Timothy J.",307 Mecca Street,Lafayette,LA,70508-
11921,"North Palm Beach, Riviera Beach, Pahokee","Nitzsche, Grant & Alissa & Smith, Marcus A. & Tracy L.",117 Miller Way,Lake Park,FL,33403-
11922,Kirkland,"Deranteriassian, Tamara & Eyer, Emma",11834 NE 112th Street,Kirkland,WA,98033-
11923,Santa Rosa County SW,"Carter, Benjamin Kyle",8403 E. Bay Blvd.,Navarre,FL,32566-
11924,Palmdale South,"Carlson, Kyle & Garibay, David",42156 10th Street West Unit R,Lancaster,CA,93534-
11925,Northwest Cincinnati,"Roberts, Anthony Paul & Julie W. & Parsons, Jr., Michael S.",2115 Schappelle Lane,Cincinnati,OH,45240-
11926,Northeast Cincinnati,"Roberts, Anthony Paul & Julie W. & Parsons, Jr., Michael S.",2115 Schappelle Lane,Cincinnati,OH,45240-
11927,"Cincinnati East, North Clermont County","Roberts, Anthony Paul & Julie W. & Parsons, Jr., Michael S.",2115 Schappelle Lane,Cincinnati,OH,45240-
11928,San Clemente/San Juan Capistrano,"Cuthbertson, Matthew A. & Browne, Michael",1060 Calle Negocio Suite B,San Clemente,CA,92673-
11929,East Providence,"Luzzi, Dion M.",36 Pershing Street,East Providence,RI,02914-
11930,"Indian Wells, La Quinta","Brogdon, Rick & Rhonda","81785 Trader Place, Suite A",Indio,CA,92201-
11931,Chantilly,"Wall, Jr., James R. & Wall, Patricia A.","14101 Parke Long Ct, Suite K",Chantilly,VA,20151-
11932,Burke-Clifton-Fairfax Station,"Wall, Jr., James R. & Wall, Patricia A.","14101 Parke Long Ct, Suite K",Chantilly,VA,20151-
11933,"Jupiter, Juno Beach, Limestone Creek","Nitzsche, Grant & Alissa & Smith, Marcus A. & Tracy L.",117 Miller Way,Lake Park,FL,33403-
11934,Houston Central South,"Shaw, Derek D. & Gabrielle G. & Meacham, Randy & Susan",2436 Peyton Road,Houston,TX,77032-
11935,Bloomington/Richfield,"Rossum, Trevor R.","7901 Xerxes Avenue South, Suite 301",Bloomington,MN,55431-
11936,Eagan/Apple Valley,"Rossum, Trevor R.",2985 Lone Oak Circle,Eagan,MN,55121-
11937,Mount Prospect/North Des Plaines,"Boyette, William Todd & Jill D.",10216 Werch Drive Suite 111,Woodridge,IL,60517-
11938,South Clermont County,"Roberts, Anthony Paul & Julie W. & Parsons, Jr., Michael S.",2115 Schappelle Lane,Cincinnati,OH,45240-
11939,Richardson,"Zelaya, Juan & Alison",2435 N. Central Expy Suite 1200,Richardson,TX,75080-
11940,Coeur d'Alene,"Kilpatrick, Michael R. & Shelby J.",11442 N Carisa Ct.,Hayden,ID,83835-
11941,"Inver Grove Heights, West St. Paul","Rossum, Trevor R.",2985 Lone Oak Circle,Eagan,MN,55121-
11942,Spearfish,"Peters, David S.",2830 W. Omaha Street,Rapid City,SD,57702-
11943,The North Fork,"Beck, John & Madeline",P.O. Box 2247,Southampton,NY,11968-
11944,Gulfport,"Burychka, Darren",12760 Lorraine Road,Biloxi,MS,39532-
11945,Santa Ana South,"Shahidi, Afshin",1871 N. Gaffey Street Suite D,San Pedro,CA,90731-
11946,Santa Ana North,"Shahidi, Afshin",1871 N. Gaffey Street Suite D,San Pedro,CA,90731-
11947,East Rutherford,"Formisano, Frank D.",124 Circle Avenue,Clifton,NJ,08836-
11948,El Cajon,"Degraffenreid, Jason A. & Jennie C.",270 East Douglas Avenue,El Cajon,CA,92020-
11949,Roanoke Rapids,"Phillips, Stephen C. & Crystal J.",801 Julian Allsbrook Hwy,Roanoke Rapids,NC,27870-
11950,Emporia/South Boston,"Phillips, Stephen C. & Crystal J.",801 Julian Allsbrook Hwy,Roanoke Rapids,NC,27870-
11951,"Madison, Lawrenceburg and Versailles","Steinhardt, Jr., Norbert Anthony & Tebbe, Scott & Nolan, Monica",100 Quality Lane,Versailles,IN,47042-
11952,"Carlsbad, Hobbs","Radcliffe, Gage M. & Raneen D.",130 North Grimes,Hobbs,NM,88240-
11953,"Woodbury, Cottage Grove","Rossum, Trevor R.",680 Commerce Drive #270,Woodbury,MN,55125-
11954,Platte County,"Williams, Blake F.",94 S. Washington Street,Chillicothe,MO,64601-
11955,Stafford Springs,"O'Sullivan Jr., John & O'Sullivan, III, John K. & O'Sullivan, Kevin P.",390 West Thames Street,Norwich,CT,06360-
11956,Corona,"Bressler, Jeremy",65-22 Fresh Meadow Lane,Fresh Meadows,NY,11365-
11957,Northeast Pittsburgh,"Dobson, Andrew J. & Katelyn A. & Dobson, James P.",3600 Youngstown Road SE,Warren,OH,44484-
11958,Northwest Pittsburgh,"Dobson, Andrew J. & Katelyn A. & Dobson, James P.",3600 Youngstown Road SE,Warren,OH,44484-
11959,Southwest Pittsburgh,"Dobson, Andrew J. & Katelyn A. & Dobson, James P.",3600 Youngstown Road SE,Warren,OH,44484-
11960,West Bronx,"Valenti, Frank M.",2370-76 Lorillard Place,Bronx,NY,10458-
11961,Columbia & Greene Counties,"Morrissey, Gilbert & Sheryl L.",12 Catskill Drive,Leeds,NY,12451-
11962,Yamhill & Tillamook Counties,"McGinnis, Timothy D. & Cynthia L. & McGinnis, Nicholas J. & Monica N. & McGinnis, Matthew A. & Alesha J.",547 N 4th Avenue,Cornelius,OR,97113-
11963,Hillsboro/Forest Grove,"McGinnis, Timothy D. & Cynthia L. & McGinnis, Nicholas J. & Monica N. & McGinnis, Matthew A. & Alesha J.",547 N 4th Avenue,Cornelius,OR,97113-
11964,"Brooklyn Center, Columbia Heights","Hickman, Shaun D.",208 Dundas Road,Monticello,MN,55362-
11965,"Caledonia, Harvard, North Woodstock","Butler, Roger W.",5211 Mann Drive Unit C,Ringwood,IL,60072-
11966,Taunton/Mansfield,"Tutsch, Jr., Joseph & Tutsch, Kayla & Mattos, Frank & Cabral, Jason & Erica & Mazurek, Richard & Jenna",490 Winthrop Street,Taunton,MA,02780-
11967,Lexington,"Cox, J. Daniel & Benkeser, Penny",112 N. Shorecrest Road,Columbia,SC,29209-
11968,West Columbia,"Cox, J. Daniel & Benkeser, Penny",112 N. Shorecrest Road,Columbia,SC,29209-
11969,"Seekonk, Dighton","Tutsch, Jr., Joseph & Tutsch, Kayla & Mattos, Frank & Cabral, Jason & Erica & Mazurek, Richard & Jenna",490 Winthrop Street,Taunton,MA,02780-
11970,Davie & Yadkin Counties,"Gosnell, James A.","335 Willow Street, Apt 117",Mount Airy,NC,27030-
11971,Northern Liberties,"Gibbs, James",8 Steelmans Lane,Egg Harbor Township,NJ,08234-
11972,"Bedford, Lincoln, Marshall & Moore Counties","Ridner, Patrick O.",1515 Bartlett Drive,Manchester,TN,37355-
11973,"Birmingham, Bloomfield Hills","Miller, Randy & Tina",280 N. Old Woodward Avenue Suite 100,Birmingham,MI,48009-
11974,Winter Haven,"Marazzito, Joshua J. & Danielle G.",199 Avenue B NW Suite 205,Winter Haven,FL,33881-
11975,West Clinton Township,"Fanelli, Paul & Fanelli, Carrie",825 Orchard Street,Ferndale,MI,48220-
11976,South Sarasota,"Vermillion, Jeff & Monique & Vermillion, Brandon",6341 Porter Road Suite 14,Sarasota,FL,34240-
11977,North Central Tucson,"Thole, Kevin A. & Hulsey, Matthew",4764 E. Sunrise Drive #222,Tucson,AZ,85718-
11978,Flowing Wells,"Thole, Kevin A. & Hulsey, Matthew",3650 N. Oracle Road,Tucson,AZ,85705-
11979,Central Albany,"Skov, Timothy",112 Pickard Drive E,Syracuse,NY,13211-
11980,"East Albany, East Greenbush","Skov, Timothy",112 Pickard Drive E,Syracuse,NY,13211-
11981,East Schenectady,"Skov, Timothy",112 Pickard Drive E,Syracuse,NY,13211-
11982,Central Monroe County,"Skov, Timothy","460 Buffalo Road, Suite 70",Rochester,NY,14611-
11983,"Saint Cloud, East Osceola County","Fenero, Morena D.",1251 Dyer Blvd,Kissimmee,FL,34741-
11984,Brisbane,"Awwad, Johnny B. & Awwad, Luke J.",1433 N Carolan Avenue,Burlingame,CA,94010-
11985,"Jeannette, Manor","Wood, James M. & Marylou L.",607 Ludwick Street,Greensburg,PA,15601-
11986,"Ewing, North Trenton","Jackson, Keith & Michelle",1325 Crescent Blvd. Suite F,Gloucester City,NJ,08030-
11987,Troy,"Miller, Randy & Tina",280 N. Old Woodward Avenue Suite 100,Birmingham,MI,48009-
11988,Temple Terrace,"Marazzito, Joshua J. & Danielle G.",1409 E Baker Street,Plant City,FL,33563-
11989,"Pittsburg, Fort Scott","Cook, Greg & Barbara & Cook, Brandon	 & Sloan, Zachary & Megan",302 S Broadway Street Ste B,Pittsburg,KS,66762-
11990,Southern Alamance and NW Chatham Counties,"McFaul, Marc M. & Reda, Christopher G. & Parker II., Joseph A. & Morse, Gary",607 Ellis Road Suite 50A,Durham,NC,27703-
11991,Fontana,"Antim, Camelia E. & Antim, Adrian",9360 Santa Anita Ave. #109,Rancho Cucamonga,CA,91730-
11992,Central Tulsa,"Jones, David D.",14690 E Pine Street,Tulsa,OK,74116-
11993,Greater Broken Arrow,"Jones, David D.",14690 E Pine Street,Tulsa,OK,74116-
11994,"Rhea, Sequatchie & Marion Counties","Jones, Kelly J. & Scot F.",96 Taylors Chapel Road,Crossville,TN,38572-
11995,Lynwood/South Gate,"Sosa, Erick",16070 Skyridge Drive,Riverside,CA,92503-
11996,Pearl City,"Konishi, Brian & Chandler, John D.",77-6435 Kaukini Highway Suite 201,Kailua-Kona,HI,96740-
11997,Hancock Park/Hollywood,"Kitsinian, Raffi & Eliza",1905 N. Wilcox Avenue #169,Hollywood,CA,90068-
11998,Hollywood Hills/Los Feliz,"Kitsinian, Raffi & Eliza",5107 Hollywood Blvd Unit 4,Los Angeles,CA,90027-
11999,"Celebration, North Poinciana","Fenero, Morena D.",1251 Dyer Blvd,Kissimmee,FL,34741-
12000,"Kissimmee, Buenaventura Lakes","Fenero, Morena D.",1251 Dyer Blvd,Kissimmee,FL,34741-
12001,Pennypack/Bustleton,"Barbera, Pietro M. & Gina",9800 Ashton Road,Philadelphia,PA,19114-
12005,New Orleans Marigny & Gentilly,"Metteauer, Jim A. & Love, Jr., William R. & Rosson, Taylor R.",109 E 3rd Street,Kenner,LA,70062-
12006,"Portland, Rockport","Metteauer, Jim A. & Love, Jr., William R. & Rosson, Taylor R. & Dorvin, Thomas",318 Centaurus Street,Corpus Christi,TX,78405-
12007,"Metrocenter, Phoenix","Wolfswinkel, Jason Daryl",10000 North 31st Avenue,Phoenix,AZ,85034-
12008,East Glendale,"Wolfswinkel, Jason Daryl",11225 North 28th Drive,Phoenix,AZ,85034-
12009,"Upper Bucks, NW Hunterdon County","McCabe, Sean M. & Christina B.",1501 W Park Avenue,Perkasie,PA,18944-
12010,West Central Tempe,"Wolfswinkel, Jason Daryl",4700 S. Mill Avenue,Tempe,AZ,85282-
12011,"Colonia, Woodbridge North","Blehl, John E.",15 N Morris Street,Dover,NJ,07801-
12012,Perth Amboy,"Blehl, John E.",15 N Morris Street,Dover,NJ,07801-
12013,"Richmond, Rosenberg","Norlander, Tom & Kristina",1700 Callender Street,Rosenberg,TX,77471-
12014,Buena Park,"Ferarita, Anthony",25261 Jefferson Avenue,Murrieta,CA,92562-
12015,Eagle Rock/South Glendale,"Alaverdian, Fred",4529 San Fernando Road,Glendale,CA,91204-
12016,Florin,"Hau, Patrick M.","25 Quinta Court, Ste C",Sacramento,CA,95823-
12017,Cullman/Blount Counties,"Hood, Jeffrey D. & Mikels, Brad G.",8450 AL Highway 157,Cullman,AL,35057-
12018,"Russellville, Hamilton and Fayette","Hood, Jeffrey D. & Mikels, Brad G.",1495 Military Street North,Hamilton,AL,35570-
12019,Walker & Winston Counties,"Hood, Jeffrey D. & Mikels, Brad G.",1721 E Ridgewood Road,Jasper,AL,35504-
12020,Leavenworth & NW Wyandotte County,"Marchese, Matthew Michael & Lindy R.",629 Delaware Street,Leavenworth,KS,66048-
12021,West Topeka,"Marchese, Matthew Michael & Lindy R.",929 SW University Blvd Suite B1,Topeka,KS,66209-
12022,Jackson and DeKalb Counties,"Taylor, Jason E. & Katie V.",30 Rans Avenue SE,Rainsville,AL,35986-
12023,Greensboro South,"Otterberg, James M. & Laura B.",7349 West Friendly Avenue Unit F,Greensboro,NC,27410-
12024,Greensboro West,"Otterberg, James M. & Laura B.",7349 West Friendly Avenue Unit F,Greensboro,NC,27410-
12025,Fulshear,"Norlander, Tom & Kristina",1700 Callender Street,Rosenberg,TX,77471-
12026,"Sienna, Needville","Norlander, Tom & Kristina",1700 Callender Street,Rosenberg,TX,77471-
12027,Novi/Commerce South,"Spensley, Robert & Mary & Spensley, Christopher R. & Spensley, Chad",2094 Pless Drive,Brighton,MI,48114-
12028,Bloomfield,"Spensley, Robert & Mary & Spensley, Christopher R. & Spensley, Chad",2094 Pless Drive,Brighton,MI,48114-
12029,Mount Pleasant,"Bowen, Brian H. & Bowen, Bruce H.","1032 Legrand Blvd, Ste. B&D",Charleston,SC,29492-
12030,"Cuero, Hallettsville, Edna","Maggard, Jr., Billy R.",2730 S. Foster Road,San Antonio,TX,78220-
12031,"Hyde Park, Central Austin","Metteauer, Jim A. & Bregman, Alan & Love, Jr., William R. & Rosson, Taylor R. & Bertini, Sr., James M.",204 W Powell Lane Bldg 5,Austin,TX,78753-
12032,"NW Austin, N Bee Cave","Metteauer, Jim A. & Bregman, Alan & Love, Jr., William R. & Rosson, Taylor R. & Bertini, Sr., James M.",204 W Powell Lane Bldg 5,Austin,TX,78753-
12033,"Lake Travis, Lakeway","Metteauer, Jim A. & Bregman, Alan & Love, Jr., William R. & Rosson, Taylor R. & Bertini, Sr., James M.",204 W Powell Lane Bldg 5,Austin,TX,78753-
12034,Lake Pend Oreille,"Kilpatrick, Michael R. & Shelby J.",11442 N Carisa Ct.,Hayden,ID,83835-
12035,The Dutch Fork,"Cox, J. Daniel & Benkeser, Penny",407 Chapin Road,Chapin,SC,29036-
12036,"West Lake Hills, Barton Creek","Metteauer, Jim A. & Bregman, Alan & Love, Jr., William R. & Rosson, Taylor R. & Bertini, Sr., James M.","204 W Powell Lane, Bldg 5",Austin,TX,78753-
12037,Kansas City Central,"Marchese, Matthew Michael & Lindy R.",629 Delaware Street,Leavenworth,KS,66048-
12038,"Manhattan, Junction City","Marchese, Matthew Michael & Lindy R.",620 S. Juliette Avenue,Manhattan,KS,66502-
12039,North Lauderdale/West Tamarac,"Gardner, William A. & Willingham, Dustin L.",7544 W McNab Road,North Lauderdale,FL,33068-
12040,Klamath & Lake Counties,"Weaver, Kristopher C. & Kaitlin",2811 Broadmore Street,Klamath Falls,OR,97603-
12041,Darien/New Canaan,"Luciani, Mario G. & Mazzone, Brian P. & Richitelli, John S.",150 Bradley Street,East Haven,CT,06512-
12042,Morristown,"Luzzi, Dion M.",501 B Division Street,Boonton,NJ,07005-
12043,Greater Hunterdon County,"Luzzi, Dion M.",501 B Division Street,Boonton,NJ,07005-
12044,Edison,"Luzzi, Dion M.",501 B Division Street,Boonton,NJ,07005-
12045,West Cayce,"Cox, J. Daniel & Benkeser, Penny",1831 Pine Street,West Columbia,SC,29170-
